pre_village,pre_district,pre_cluster,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort
Mwefuzo,Rubanda,Kagogo,1980.8454545454545,57.0,1.5409090909090908,26.272727272727273,256.6363636363636,,,,,,,13.0,,20.333333333333332,,2022
Mwizinga,Rubanda,Nyamabare,1978.0166666666667,50.416666666666664,1.1916666666666667,28.083333333333332,287.0833333333333,17.0,,220.0,,,,,,30.0,,2022
Ndeego,Rubanda,Kashasha,1977.8642857142856,40.42857142857143,1.4392857142857143,18.214285714285715,95.36363636363636,6.8125,,,,,,4.722222222222222,,,,2022
Ngasiire,Rubanda,Kishanje,2368.169230769231,48.0,1.1215384615384616,133.84615384615384,186.76923076923077,10.5,,,,,,5.8076923076923075,,12.666666666666666,,2022
Ntaraga,Rubanda,Nyaruhanga,1994.2250000000001,45.0,0.7583333333333333,53.333333333333336,165.8181818181818,,,,,,,,,,,2022
Nyakabungo_Kashasha,Rubanda,Kashasha,2109.525,53.916666666666664,0.9858333333333333,20.416666666666668,95.25,9.0,,,,83.0,,5.318181818181818,,7.0,,2022
Nyakagorogoro,Rubanda,Nyamabare,1987.2333333333333,51.583333333333336,0.9991666666666666,59.166666666666664,100.9090909090909,7.0,,,,,,5.0,,4.333333333333333,,2022
Nyakishenyi,Rubanda,Mushanje,1959.69,44.7,0.889475,55.5,262.1111111111111,,,110.0,,,,8.75,,5.0,,2022
Nyamabare_Ikumba,Rubanda,Nyamabare,2117.6846153846154,42.46153846153846,0.7686923076923077,83.07692307692308,92.27272727272727,6.0,,,,,,19.428571428571427,,9.0,,2022
Nyamatembe_Kacerere,Rubanda,Mukitojo,2149.2083333333335,40.083333333333336,0.7873333333333333,21.25,152.33333333333334,3.0,,,,,,4.05,,12.5,20.0,2022
Nyamicucu_Mugyera,Rubanda,Mugyera,2333.0499999999997,59.666666666666664,0.8491666666666666,165.0,81.75,4.0,,120.0,,,,4.7,,7.0,,2022
Nyarubambi_2,Rubanda,Kishanje,2060.0333333333333,48.5,2.0625,34.166666666666664,220.9090909090909,6.625,,151.66666666666666,,,,7.3,,29.0,,2022
Nyarugaragara,Rubanda,Nyamabare,1984.25,47.416666666666664,1.6666666666666667,51.666666666666664,188.33333333333334,10.5,,,,,,4.818181818181818,,8.333333333333334,,2022
Nyarurambi_1,Rubanda,Kishanje,2140.233333333333,52.5,1.1608333333333334,27.833333333333332,151.875,,,,,,,3.9285714285714284,,3.8,,2022
Nyarushija,Rubanda,Rwakaroro,2036.9666666666665,47.166666666666664,2.0733333333333333,24.166666666666668,208.08333333333334,9.2,,,,,,7.25,,8.25,,2022
Quarters_A,Rubanda,Rwakaroro,2015.7083333333333,48.666666666666664,1.529,54.333333333333336,270.45454545454544,15.0,,,,,,15.875,,13.0,,2022
Quarters_B,Rubanda,Rwakaroro,2023.7599999999998,57.7,1.129,42.0,181.7,13.0,,,,,,5.1,,,,2022
Ruhungu,Rubanda,Ruhungu,2033.6727272727273,44.18181818181818,0.5727272727272728,63.63636363636363,103.75,,,,,,,5.25,,14.4,0.5,2022
Rukore_Kagunga,Rubanda,Bunagana,2137.2083333333335,46.0,0.7229166666666668,102.5,157.27272727272728,17.0,,323.3333333333333,50.0,,,5.833333333333333,,7.7,,2022
Rushayu,Rubanda,Kishanje,2434.9307692307693,38.07692307692308,0.6698461538461539,159.69230769230768,77.22222222222223,7.8999999999999995,,,,,,9.0,,6.0,,2022
Rutengyengyere,Rubanda,Mukitojo,2212.75,45.833333333333336,1.2583333333333333,32.083333333333336,164.9,9.333333333333334,,,,,,7.0,,36.0,,2022
Rutooma_Kacerere,Rubanda,Mukitojo,2120.4500000000003,51.583333333333336,1.09625,33.25,165.0,7.25,,,,,,19.0,,12.833333333333334,0.0,2022
Rwabahundane,Rubanda,Kishanje,2213.3333333333335,52.666666666666664,0.5283333333333333,91.33333333333333,191.63636363636363,25.75,,,160.0,,,5.0,,8.0,,2022
Rwaburegyera,Rubanda,Mushanje,2020.3166666666666,41.0,0.46249999999999997,50.416666666666664,126.0,,,,,,,4.7,,7.7272727272727275,,2022
Rwakaroro,Rubanda,Rwakaroro,2034.0583333333334,54.5,1.7625,32.5,111.44444444444444,,,140.0,,,,3.3,,9.833333333333334,,2022
Rwamahingura,Rubanda,Nyamabare,1669.5333333333335,56.333333333333336,1.0708333333333333,19.583333333333332,135.83333333333334,,,,,,,4.75,,23.333333333333332,,2022
Rwaseyeza,Rubanda,Mugyera,2154.627272727273,51.81818181818182,1.209090909090909,127.72727272727273,139.44444444444446,9.5,,,,,,14.0,,,,2022
Ryakashara,Rubanda,Kashasha,2025.0333333333335,58.0,1.1541666666666668,36.666666666666664,304.1666666666667,20.0,,226.66666666666666,,,,10.0,,12.428571428571429,,2022
Shebeya_1,Rubanda,Kishanje,2327.48,54.0,0.32,142.2,83.0,6.0,,,,,,3.1,,2.6666666666666665,,2022
Shebeya_2,Rubanda,Kishanje,2331.836363636364,52.45454545454545,0.4065,166.36363636363637,104.33333333333333,,,,,,,9.0,,,,2022
BIKUNGU,MITOOMA,Iraramira,566.6583333333333,47.0,0.5458333333333333,67.5,83.11111111111111,,,,,,,,44.25,82.5,48.0,2022
BUREBANE_RWANJA_WEST,MITOOMA,Rwanja,1404.2166666666665,51.083333333333336,0.8541666666666666,38.333333333333336,63.0,,1.0,,200.0,,,1.5,,49.285714285714285,13.2,2022
BUYAAYO_A,MITOOMA,Buyaayo,1339.3416666666667,52.25,1.2841666666666667,71.66666666666667,86.33333333333333,,1.0,,,,,,,,,2022
BUYAAYO_B,MITOOMA,Buyaayo,0.0,46.0,0.6358333333333334,70.83333333333333,106.0,,,,,,,,,56.0,250.0,2022
BUYAAYO_C,MITOOMA,Buyaayo,1555.9666666666665,43.75,1.75,68.33333333333333,88.14285714285714,,5.0,,17.333333333333332,,,9.6,,68.0,62.857142857142854,2022
IRANGARA,MITOOMA,Rubanga,1697.0333333333335,42.916666666666664,1.5999999999999999,68.75,101.3,,2.0,,,,,2.0,,83.27272727272727,75.0,2022
IRARAMIRA_ 1,MITOOMA,Iraramira,1211.425,38.916666666666664,0.9375,42.5,128.75,,,,,,,,,,,2022
IRARAMIRA_2,MITOOMA,Iraramira,1223.5,42.25,1.4583333333333333,84.16666666666667,112.22222222222223,,2.0,,110.0,,,1.6666666666666667,120.0,79.54545454545455,122.72727272727273,2022
IRARAMIRA_CENTRAL,MITOOMA,Iraramira,1266.2333333333333,48.666666666666664,1.1618708333333334,82.08333333333333,70.0,,,,,,,,,51.75,117.14285714285714,2022
KABOROGOTA_A,MITOOMA,Rutooma,786.1583333333333,50.416666666666664,1.20625,32.5,97.5,,3.8,,23.0,,,7.1875,,53.75,93.9090909090909,2022
KABOROGOTA_B,MITOOMA,Rutooma,0.0,44.22222222222222,1.4058333333333333,51.94444444444444,100.0,,,,,65.0,,,,32.6,80.0,2022
KABUNGO,MITOOMA,Rwanja,1403.6666666666667,48.0,0.6379166666666666,51.25,66.25,,,,29.0,,,,,,37.5,2022
KABURARA,MITOOMA,Iraramira,1218.2,46.916666666666664,1.5708333333333335,42.5,71.125,,5.0,200.0,21.5,,,7.6,70.0,40.90909090909091,73.33333333333333,2022
KARIMONGORA,MITOOMA,Rubanga,883.1166666666667,58.5,1.5916666666666668,35.833333333333336,82.4,,3.0,,40.0,,,10.666666666666666,120.0,63.18181818181818,85.71428571428571,2022
KASHAMWE,MITOOMA,Rubanga,779.9250000000001,47.166666666666664,1.3858333333333333,31.25,58.285714285714285,,2.0,,,,,1.8666666666666665,,40.333333333333336,32.5,2022
KATEIJA,MITOOMA,Iraramira,579.4,39.833333333333336,1.3208333333333333,63.75,81.36363636363636,,3.25,,,30.0,,6.454545454545454,45.0,44.5,77.72727272727273,2022
KIGIMBI_C,MITOOMA,Rutooma,774.8416666666667,52.333333333333336,1.0833333333333333,40.666666666666664,102.4,,,,,,,2.3333333333333335,,61.25,57.857142857142854,2022
KIGIMBI_D,MITOOMA,Rutooma,762.3249999999999,48.833333333333336,2.027083333333333,27.916666666666668,95.0,,,,40.0,,,10.0,50.0,68.08333333333333,88.5,2022
MAYANGA_A,MITOOMA,Mayanga,1519.7083333333333,47.0,1.0560416666666665,30.416666666666668,73.0,,,,,,,,,58.55555555555556,136.36363636363637,2022
MAYANGA_B,MITOOMA,Mayanga,0.0,50.916666666666664,0.6158333333333333,52.083333333333336,57.0,,,,,,,,,55.666666666666664,,2022
MAYANGA_C,MITOOMA,Mayanga,1554.1916666666666,45.75,1.0833333333333333,45.0,80.0,,,,,,,,,50.083333333333336,2.0,2022
MAYANGA_D,MITOOMA,Mayanga,1556.3666666666668,58.916666666666664,0.35000000000000003,91.25,180.0,,,,,,,,,40.0,80.0,2022
MURAMBI_RUREHE,MITOOMA,Rubanga,793.625,51.166666666666664,0.8333333333333334,34.583333333333336,101.875,,,,25.0,,,2.3333333333333335,,78.33333333333333,72.5,2022
NTUNGAMO_RUREHE,MITOOMA,Rwanja,1684.3466666666668,48.93333333333333,1.26,57.333333333333336,23.166666666666668,,,,,,,2.0,,78.33333333333333,53.6,2022
NYABUTEMBE,MITOOMA,Rubanga,1666.1333333333332,57.083333333333336,1.8125,25.666666666666668,85.375,,,,,,,,,50.416666666666664,58.5,2022
NYAKAGYERA_IRARAMIRA,MITOOMA,Iraramira,612.3249999999999,44.0,1.4008333333333332,57.333333333333336,71.6,,,,,,,2.0,,,,2022
NYAKANENGO,MITOOMA,Rubanga,842.8416666666667,49.833333333333336,0.75,51.25,110.3,,,,36.666666666666664,,,5.1,,38.18181818181818,81.42857142857143,2022
NYAKATOOMA_A,MITOOMA,Buyaayo,1011.1999999999999,48.333333333333336,1.0416666666666667,47.5,62.77777777777778,,,,,,,2.75,,38.285714285714285,5.833333333333333,2022
NYAKATOOMA_B,MITOOMA,Buyaayo,843.8153846153847,61.46153846153846,1.2523076923076923,48.46153846153846,127.77777777777777,,,,,80.0,,2.0,,50.833333333333336,91.0,2022
NYAKINENGO,MITOOMA,Rwanja,1687.3833333333332,46.25,1.25,35.0,177.5,,,,,115.0,,,,38.583333333333336,45.0,2022
NYARUHITA,MITOOMA,Rubanga,1662.3416666666665,58.583333333333336,0.935,55.25,72.25,,,,,,,,,82.0,73.33333333333333,2022
NYARUZINGA_A,MITOOMA,Buyaayo,898.4666666666667,38.25,0.7416666666666667,50.416666666666664,52.833333333333336,,,,,,,1.6666666666666667,20.0,16.333333333333332,70.0,2022
NYARUZINGA_B,MITOOMA,Buyaayo,1525.1916666666666,53.916666666666664,2.8766625,45.833333333333336,76.55555555555556,,,,,,,,,71.9090909090909,117.33333333333333,2022
NYARUZINGA_C,MITOOMA,Buyaayo,1495.3,53.416666666666664,3.0625,37.083333333333336,215.0,,,,,,,,,48.666666666666664,94.9,2022
OMUBUBARE,MITOOMA,Rubanga,1402.25,47.666666666666664,0.9583333333333334,27.916666666666668,61.875,,3.0,,,,,1.4,,39.375,18.0,2022
OMUMWINO,MITOOMA,Rubanga,1710.2749999999999,52.5,1.308125,46.666666666666664,62.0,,,,,,,,,65.0,52.5,2022
RUBANGA,MITOOMA,Rubanga,1648.925,60.5,1.4316666666666666,41.25,90.0,,,,,,,,,,100.0,2022
RUBIRIZI,MITOOMA,Rubanga,0.0,49.666666666666664,1.0816666666666668,59.166666666666664,62.0,,,,100.0,72.5,,,,58.0,,2022
RUGARAMA_RUREHE,MITOOMA,Rubanga,1261.6708333333333,48.541666666666664,0.8937499999999999,59.166666666666664,51.31578947368421,27.0,1.4,,15.0,,,8.375,56.5,43.57142857142857,39.75,2022
RUGOROGORO,MITOOMA,Rwanja,1282.3500000000001,54.583333333333336,2.064583333333333,42.083333333333336,63.0,,5.0,,35.0,,,9.6,,61.083333333333336,95.55555555555556,2022
RUNYINYA_A,MITOOMA,Mayanga,645.5916666666667,49.5,1.6812500000000001,43.75,110.0,,2.7,,120.0,,,4.9375,,55.166666666666664,107.91666666666667,2022
RUNYINYA_B,MITOOMA,Mayanga,1556.9333333333334,55.166666666666664,1.5233333333333334,75.66666666666667,101.66666666666667,,,,,,,,,35.0,,2022
RUSHEREGYEYI_A,MITOOMA,Mayanga,1535.625,52.666666666666664,1.325,95.0,119.6,,2.0,,,,,7.0,300.0,77.5,94.58333333333333,2022
RUSHEREGYEYI_B,MITOOMA,Mayanga,1547.6000000000001,44.833333333333336,1.7916666666666667,73.75,107.85714285714286,,3.0,,,,,2.0,300.0,55.625,118.0,2022
RUTOOMA_A,MITOOMA,Rutooma,1360.5916666666667,50.833333333333336,1.4783333333333333,42.5,47.57142857142857,,2.3333333333333335,,,,,2.1666666666666665,,,20.0,2022
RUTOOMA_B_RUREHE,MITOOMA,Rutooma,1581.925,56.833333333333336,1.825,28.5,137.66666666666666,,,,,,,,,55.0,67.42857142857143,2022
RUTOOMA_C,MITOOMA,Rutooma,1430.5666666666666,49.333333333333336,1.1041666666666667,35.416666666666664,54.44444444444444,,,,,,,1.75,,48.75,40.4,2022
RWAKITUURWA,MITOOMA,Rwanja,0.0,48.5,2.2729166666666667,37.5,77.9,,10.666666666666666,,62.2,,,10.1,,44.25,115.55555555555556,2022
RWAMUREERA,MITOOMA,Iraramira,1270.0083333333334,59.0,1.5416666666666667,37.666666666666664,84.75,,,,,,,,,48.25,67.57142857142857,2022
RWAMUSHARIRA,MITOOMA,Rwanja,582.6,49.833333333333336,0.9016666666666667,39.833333333333336,97.25,,,,,,,,,95.0,,2022
RWANJA,MITOOMA,Rwanja,1630.125,49.166666666666664,0.815,39.166666666666664,65.0,,,,,,,2.0,,25.0,,2022
RWANYABUZANA,MITOOMA,Rubanga,1521.0166666666667,52.0,1.6624999999999999,19.5,,,,,,,,,,35.0,4.0,2022
RWENKUBA,MITOOMA,Rubanga,794.475,49.5,1.6083333333333334,44.583333333333336,100.375,,5.3,,45.44444444444444,,,9.363636363636363,,50.0,104.0,2022
Aswa,Kyenjojo,Mparo,1274.3454545454545,57.18181818181818,0.6463636363636364,65.45454545454545,209.66666666666666,13.0,,,177.0,,,11.5,,33.75,27.0,2022
Bibuye,Kyenjojo,Kawaruju,1331.625,43.166666666666664,1.2916666666666667,49.166666666666664,138.71428571428572,2.2,10.0,,178.14285714285714,,,7.166666666666667,,18.4,32.0,2022
Ganyinayo,Kyenjojo,Matiri,1350.990909090909,54.27272727272727,1.9272727272727272,75.0,138.33333333333334,6.0,8.2,,226.25,,,,25.0,25.666666666666668,10.8,2022
Gariraya,Kyenjojo,Mparo,1341.675,47.25,1.8929166666666666,40.416666666666664,321.42857142857144,27.0,15.5,,268.0,,,41.5,,,,2022
Isoroma,Kyenjojo,Kawaruju,1367.0727272727272,46.90909090909091,2.1999999999999997,50.45454545454545,242.66666666666666,16.333333333333332,2.6999999999999997,,189.28571428571428,,,25.0,,21.875,6.0,2022
Kabale,Kyenjojo,Kyamuginyi,1384.4916666666668,49.0,2.254166666666667,43.333333333333336,164.2,16.833333333333332,7.975,,182.2,,,14.65,,8.75,20.5,2022
Kasaba A,Kyenjojo,Kasaba,1363.8999999999999,52.666666666666664,1.8583333333333334,54.166666666666664,189.44444444444446,2.6,17.1,,188.5,,,22.0,,12.0,9.75,2022
Kasaba B,Kyenjojo,Kasaba,1150.6166666666666,38.5,1.2583333333333333,64.16666666666667,136.66666666666666,11.25,6.0,,250.0,,,,,16.166666666666668,,2022
Kasaba C,Kyenjojo,Kasaba,1346.3818181818183,42.27272727272727,1.5636363636363635,30.90909090909091,119.8,12.675,6.0,,286.5,,,6.15,,15.142857142857142,16.5,2022
Kasaba T/C,Kyenjojo,Kasaba,1411.65,55.0,7.1800000000000015,37.7,248.33333333333334,14.5625,13.833333333333334,,244.375,,,8.84,,28.444444444444443,34.25,2022
Kicwamba,Kyenjojo,Matiri,1328.4583333333333,44.666666666666664,2.5375,57.083333333333336,182.91666666666666,9.833333333333334,8.25,,167.33333333333334,,,11.675,,33.0,18.0,2022
Kisegenyi,Kyenjojo,Matiri,1367.9583333333333,51.916666666666664,2.2333333333333334,72.5,280.0,9.75,,,,,,6.0,,28.0,6.5,2022
Kizikirungi,Kyenjojo,Kasaba,1294.4416666666666,49.666666666666664,0.9791666666666666,67.5,109.91666666666667,21.0,16.0,,178.75,,,11.08,,25.3,12.4,2022
Kyabaganda,Kyenjojo,Kyamuginyi,1364.7333333333333,50.333333333333336,1.4124999999999999,88.75,164.125,9.333333333333334,15.0,,237.5,,,,55.0,23.666666666666668,23.5,2022
Kyanika,Kyenjojo,Kyamuginyi,1289.409090909091,39.36363636363637,1.4772727272727273,32.27272727272727,214.1,,6.266666666666666,,267.22222222222223,,,14.1,,12.5,23.75,2022
Mahasa,Kyenjojo,Kawaruju,1388.7916666666667,53.75,2.2916666666666665,94.16666666666667,208.0,7.0,,,240.83333333333334,,,,,18.0,0.6666666666666666,2022
Matiri,Kyenjojo,Matiri,1312.6916666666666,38.75,0.3333333333333333,58.75,108.0,,,,86.0,,,6.666666666666667,,31.0,18.333333333333332,2022
Mizirandu,Kyenjojo,Kasaba,1345.9666666666667,53.166666666666664,1.6791666666666665,36.25,176.66666666666666,8.0,5.9375,,203.45454545454547,,,10.644444444444444,,21.0,12.833333333333334,2022
Mparo A,Kyenjojo,Mparo,1323.175,49.333333333333336,1.6541666666666668,46.916666666666664,205.25,15.666666666666666,,,250.41666666666666,,,,,30.454545454545453,18.571428571428573,2022
Mparo B,Kyenjojo,Mparo,1345.6499999999999,43.5,3.408333333333333,51.666666666666664,163.58333333333334,7.75,8.333333333333334,,86.33333333333333,,,15.181818181818182,,25.7,15.2,2022
Mparo C,Kyenjojo,Mparo,1315.1166666666666,49.166666666666664,1.2291666666666667,45.833333333333336,81.45454545454545,3.0533333333333332,2.0,,250.0,,,44.0,,15.375,19.333333333333332,2022
Muhabura,Kyenjojo,Kasaba,1352.0727272727272,49.63636363636363,0.2863636363636364,34.09090909090909,103.27272727272727,9.0,,,213.0,,,,,16.6,2.0,2022
Mukwisi,Kyenjojo,Matiri,1364.8333333333333,56.0,2.341666666666667,47.083333333333336,202.22222222222223,5.625,,,206.0,,,,75.0,0.0,,2022
Ncumbi,Kyenjojo,Kyamuginyi,1311.95,54.833333333333336,1.55,35.0,96.81818181818181,6.58,9.76,,138.85714285714286,,,8.05,58.0,15.5,18.285714285714285,2022
Nyabwenga,Kyenjojo,Kyamuginyi,1309.0583333333334,44.333333333333336,0.3,32.916666666666664,169.0,7.55,,,277.5,,,,48.75,20.0,15.166666666666666,2022
Nyakagongo,Kyenjojo,Kasaba,1413.65,61.9,1.25,32.5,206.5,4.8,10.15,,219.66666666666666,,,,,10.333333333333334,10.5,2022
Nyakahama,Kyenjojo,Matiri,1306.3166666666666,47.083333333333336,2.0,50.0,103.71428571428571,,,,161.25,,,,,40.0,21.5,2022
Nyamirima,Kyenjojo,Kawaruju,1303.175,50.25,0.8958333333333334,48.75,113.36363636363636,25.0,7.8,,135.66666666666666,,,10.0,,12.0,,2022
Nyaruzigati,Kyenjojo,Mparo,1343.7250000000001,58.416666666666664,2.0908333333333333,42.083333333333336,186.58333333333334,13.5625,51.388888888888886,,233.63636363636363,,,7.279999999999999,47.5,25.818181818181817,34.8,2022
Rusongora,Kyenjojo,Kawaruju,911.8166666666666,57.666666666666664,1.3083333333333333,57.5,188.0,5.0,,,249.0,,,,,22.4,4.0,2022
Rwamugomera,Kyenjojo,Kyamuginyi,1289.4333333333334,47.166666666666664,0.9791666666666666,85.0,119.83333333333333,11.0,8.666666666666666,,158.41666666666666,,,13.022222222222222,,33.18181818181818,25.571428571428573,2022
Sayuni,Kyenjojo,Mparo,1364.9333333333334,49.5,2.6125000000000003,64.16666666666667,128.5,23.200000000000003,15.0,,248.1,,,33.233333333333334,,17.5,6.5,2022
Kengoma_Kihembe,Kanungu,Kihembe,1167.4,61.0,1.7,20.0,45.0,,,,30.0,,,,,,,2022
Rukarara,Kanungu,Kihembe,1073.8,31.0,0.0,60.0,60.0,,,70.0,,,,,,0.0,,2022
Kyozi,Kanungu,Kihembe,1170.3,28.0,0.25,10.0,,,,,,,,,,,,2022
Rugarama,Kanungu,Kihembe,1153.0,96.0,0.25,5.0,55.0,,,,,,,,,,,2022
Nyakasharara_Kihembe,Kanungu,Kihembe,1126.6,47.0,0.75,15.0,60.0,,,,,,,,,,,2022
Kyozi,Kanungu,Kihembe,1139.1,61.0,1.0,10.0,120.0,,2.0,,,,,,,,0.0,2022
Kanywansande,Kanungu,Kihembe,1097.7,63.0,0.25,20.0,90.0,,20.0,,,,,,,,20.0,2022
Kengoma_Kihembe,Kanungu,Kihembe,1172.5,24.0,,20.0,65.0,,,,,,,,,,,2022
Kengoma_Kihembe,Kanungu,Kihembe,1166.1,25.0,0.7,20.0,55.0,,2.7,,,,,,,,0.0,2022
Kyozi,Kanungu,Kihembe,1151.1,37.0,1.4,35.0,45.0,,,,,,,,,,,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1121.3,56.0,1.0,30.0,90.0,,,,,210.0,,,,,,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1130.2,73.0,4.0,1.0,62.0,,,,,,,,,,0.0,2022
Rugarama,Kanungu,Kihembe,1164.0,33.0,0.75,10.0,50.0,,,,25.0,,,,,,,2022
Kyozi,Kanungu,Kihembe,1163.3,40.0,0.4,30.0,,,,,,,,,,,0.0,2022
Kyozi,Kanungu,Kihembe,1134.9,34.0,0.0,30.0,,,,,,,,,,,,2022
Rugarama,Kanungu,Kihembe,1194.2,29.0,0.35,40.0,,,,,,,,,,,,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1143.6,57.0,0.5,30.0,80.0,,,,,,,,,,,2022
Nyakasharara_Kihembe,Kanungu,Kihembe,1102.4,67.0,2.0,40.0,,,,,,,,,56.0,,15.0,2022
Nyakasharara_Kihembe,Kanungu,Kihembe,1124.7,31.0,,20.0,100.0,,,,,,,,23.0,,50.0,2022
Kyozi,Kanungu,Kihembe,1170.3,38.0,0.25,60.0,,,,,,,,,,,,2022
Kengoma_Kihembe,Kanungu,Kihembe,1132.2,24.0,0.4,30.0,8.0,,,,,,,,,,,2022
Nyakasharara_Kihembe,Kanungu,Kihembe,1124.6,70.0,0.5,10.0,80.0,,,,,,,,,,,2022
Rukarara,Kanungu,Kihembe,1091.4,20.0,,60.0,,,,,,,,,,,,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1081.3,26.0,0.7,30.0,60.0,,,,,100.0,,,,,0.0,2022
Kanywansande,Kanungu,Kihembe,1095.5,34.0,0.0,15.0,,,,,,,,,,,50.0,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1144.7,74.0,0.9,30.0,50.0,,,22.0,,,,,10.0,,,2022
Kihembe_Central,Kanungu,Kihembe,1124.0,38.0,0.5,120.0,60.0,,,,,,,,,24.0,80.0,2022
Kanywansande,Kanungu,Kihembe,1076.6,43.0,1.0,60.0,,,,,,92.0,,,,,6.0,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1098.6,60.0,0.35,90.0,21.0,,,,,,,,,,,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1096.1,64.0,0.5,30.0,70.0,,,,30.0,,,,,,0.0,2022
Rugarama,Kanungu,Kihembe,1203.8,28.0,0.5,20.0,,,,,,,,,,,100.0,2022
Kihembe_Central,Kanungu,Kihembe,1102.1,21.0,0.25,30.0,105.0,,,,90.0,,,,,,,2022
Kyozi,Kanungu,Kihembe,1155.7,88.0,0.7,20.0,80.0,,,,,,,,,,,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1095.8,32.0,0.9,90.0,62.0,,,,50.0,110.0,,,,,,2022
Kengoma_Kihembe,Kanungu,Kihembe,1144.8,27.0,0.4,60.0,,,,,,,,,13.0,,,2022
Kyozi,Kanungu,Kihembe,1165.0,64.0,2.0,10.0,100.0,,,,,,,,,,0.0,2022
Rugarama,Kanungu,Kihembe,1182.4,82.0,1.8,20.0,80.0,,1.0,,100.0,,,,,,100.0,2022
Kengoma_Kihembe,Kanungu,Kihembe,1153.5,39.0,1.0,15.0,95.0,,,,,,,,,,,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1112.6,55.0,1.25,20.0,80.0,,,,,,,,40.0,,50.0,2022
Kyozi,Kanungu,Kihembe,1153.3,24.0,0.4,5.0,27.0,,,,50.0,,,,,,,2022
Rugarama,Kanungu,Kihembe,1177.2,56.0,1.35,25.0,100.0,,0.0,,,,,,,,100.0,2022
Kanywansande,Kanungu,Kihembe,1097.7,20.0,0.25,20.0,100.0,,25.0,,,,,,,,,2022
Rukarara,Kanungu,Kihembe,1130.2,62.0,2.0,25.0,160.0,,,,,,,,,,100.0,2022
Rugarama,Kanungu,Kihembe,1148.4,43.0,2.5,40.0,110.0,,,,135.0,,,,,,100.0,2022
Kengoma_Kihembe,Kanungu,Kihembe,1164.7,44.0,0.6,30.0,65.0,,,,50.0,,,,,,,2022
Kyozi,Kanungu,Kihembe,1150.9,32.0,1.5,10.0,40.0,,,,,70.0,,,,,0.0,2022
Nyakasharara_Kihembe,Kanungu,Kihembe,1126.6,27.0,0.5,15.0,70.0,,,,,,,,,,100.0,2022
Kanywansande,Kanungu,Kihembe,1120.7,38.0,1.5,30.0,80.0,,,,,,,,,,,2022
Kihembe_Central,Kanungu,Kihembe,1116.6,65.0,0.8,45.0,76.0,,,,,,,,47.0,,300.0,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1104.5,49.0,2.0,60.0,70.0,,,,,150.0,,,,,,2022
Kengoma_Kihembe,Kanungu,Kihembe,1143.2,29.0,0.25,30.0,55.0,,,,25.0,60.0,,,60.0,5.0,0.0,2022
Kihembe_Central,Kanungu,Kihembe,1129.7,52.0,0.75,30.0,55.0,,,,,,,,,,80.0,2022
Kihembe_Central,Kanungu,Kihembe,1098.4,61.0,3.5,10.0,130.0,,,,,,,,,,70.0,2022
Kanywansande,Kanungu,Kihembe,1090.7,40.0,1.5,40.0,65.0,,,,,,,,,,35.0,2022
Kihembe_Central,Kanungu,Kihembe,1095.0,39.0,0.25,60.0,50.0,,,,,,,,,,,2022
Nyakasharara_Kihembe,Kanungu,Kihembe,1125.1,35.0,0.9,20.0,90.0,,0.0,,,,,,,,100.0,2022
Kanywansande,Kanungu,Kihembe,1097.7,35.0,0.75,30.0,90.0,,,,35.0,,,,,,300.0,2022
Nyakasharara_Kihembe,Kanungu,Kihembe,1103.9,27.0,0.5,30.0,39.0,,,,,,,,,,200.0,2022
Kihembe_Central,Kanungu,Kihembe,1120.8,54.0,0.75,40.0,65.0,,,,,,,,,15.0,60.0,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1097.6,75.0,0.7,30.0,55.0,,,,,,,,,,,2022
Kanywansande,Kanungu,Kihembe,1131.4,65.0,3.5,10.0,110.0,,,,,,,,,,100.0,2022
Rukarara,Kanungu,Kihembe,1044.3,67.0,1.0,60.0,70.0,,,,,90.0,,,,,0.0,2022
Rugarama,Kanungu,Kihembe,1197.3,24.0,,15.0,,,,,,,,,,,30.0,2022
Kengoma_Kihembe,Kanungu,Kihembe,1129.2,42.0,1.85,30.0,9.0,,11.0,,,,,,,,,2022
Nyabirehe_Kihembe,Kanungu,Kihembe,1129.1,46.0,0.7,30.0,60.0,,,,,,,,,,,2022
Kihembe_Central,Kanungu,Kihembe,1126.3,52.0,1.5,30.0,70.0,,,,,,,,,,60.0,2022
Rugarama,Kanungu,Kihembe,1166.9,60.0,0.5,60.0,110.0,,,,,,,,100.0,,,2022
